a la mode,"[0.524215, 0.4504565, 0.4082457, 0.3666234, 0.37566277, 0.39119807, 0.39246622, 0.3989849, 0.38634393]","[1835.8433837890625, 1120.29345703125, 871.0918579101562, 710.4356079101562, 577.4088745117188]",[0.06357478 0.31891121 0.12652461 ... 0.29137142 0.2492433  0.20115554],0.098081379,0.275769237
académie,"[0.4705351, 0.5208348, 0.34995082, 0.40854815, 0.42224097, 0.3909278, 0.39221838, 0.38701043, 0.38079253]","[8041.9228515625, 4177.00244140625, 3293.60302734375, 2457.147216796875, 1842.52880859375]",[0.46184626 0.38547405 0.39791736 ... 0.26012782 0.16900971 0.31127198],0.158061903,0.482523354
après,"[0.4263891, 0.42379707, 0.41517845, 0.41380835, 0.4128822, 0.43076217, 0.42781147, 0.39794126, 0.38586897]","[8751.248046875, 5430.0087890625, 3856.428955078125, 2980.380859375, 2469.927490234375]",[0.13679599 0.29020915 0.28252553 ... 0.38651464 0.44141056 0.18485656],0.129893693,0.385410243
bourgeois,"[0.3737407, 0.43407428, 0.44689384, 0.42017236, 0.39321795, 0.39020538, 0.4035891, 0.37924358, 0.39121515]","[4669.0048828125, 2742.1484375, 2034.20654296875, 1517.12841796875, 1303.3538818359375]",[0.37536592 0.47460833 0.38059381 ... 0.1787469  0.21813419 0.18429443],0.103015982,0.318681171
burlesque,"[0.62198436, 0.60505956, 0.47633687, 0.46489424, 0.46811292, 0.41044337, 0.39548534, 0.38783076, 0.36373034]","[3760.4873046875, 1520.3076171875, 1000.8180541992188, 775.0086059570312, 603.226318359375]",[0.21991261 0.26370393 0.23133457 ... 0.16227562 0.47201318 0.45382848],0.135425119,0.234253665
depanneur,"[0.52591497, 0.54136133, 0.567522, 0.6011849, 0.63960713, 0.70285267, 0.7189742, 0.72022444, 0.727055]","[250.00474548339844, 133.31874084472656, 97.99624633789062, 66.21257781982422, 35.657508850097656]","[3.00242959e-01 3.21299265e-01 2.29459878e-01 2.59658095e-01
 3.17451156e-01 3.37876229e-01 2.64846596e-01 2.47602611e-01
 3.00242959e-01 3.21299265e-01 2.29459878e-01 2.59658095e-01
 3.27228453e-01 3.52246718e-01 2.78012974e-01 1.97228540e-01
 2.85818658e-01 2.95575583e-01 3.00531745e-01 2.58789974e-01
 2.68870309e-01 2.65291285e-01 2.54686450e-01 2.79010972e-01
 2.95099993e-01 2.48021461e-01 3.00242959e-01 3.21299265e-01
 2.29459878e-01 2.59658095e-01 3.27228453e-01 3.52246718e-01
 2.78012974e-01 1.97228540e-01 2.85818658e-01 2.95575583e-01
 3.00531745e-01 2.58789974e-01 2.68870309e-01 2.65291285e-01
 2.54686450e-01 2.57151621e-01 2.63202959e-01 5.01408372e-02
 3.73471752e-01 2.88821727e-01 1.24080866e-01 1.24919779e-01
 1.32090337e-01 1.38471774e-01 0.00000000e+00 5.01408372e-02
 3.73471752e-01 2.88821727e-01 1.16161867e-01 1.23166687e-01
 1.24579571e-01 3.09570399e-01 1.61487623e-01 1.54956294e-01
 1.63022223e-01 2.45475330e-01 9.17923935e-02 1.62738168e-01
 1.42743306e-01 8.40815522e-02 9.85617053e-02 9.37052687e-02
 0.00000000e+00 5.01408372e-02 3.73471752e-01 2.88821727e-01
 1.16161867e-01 1.23166687e-01 1.24579571e-01 3.09570399e-01
 1.61487623e-01 1.54956294e-01 1.63022223e-01 2.45475330e-01
 9.17923935e-02 1.62738168e-01 1.42743306e-01 9.94588908e-02
 1.13764476e-01 4.07272079e-01 3.31574408e-01 1.67334743e-01
 1.28730904e-01 1.27187305e-01 1.49896069e-01 5.01408372e-02
 0.00000000e+00 4.07272079e-01 3.31574408e-01 1.57049164e-01
 1.11824512e-01 1.16582013e-01 3.22008519e-01 1.92360915e-01
 1.51044368e-01 1.61019310e-01 2.73314579e-01 1.33554438e-01
 2.12301103e-01 1.40267579e-01 1.34525618e-01 1.02500614e-01
 1.04184337e-01 5.01408372e-02 0.00000000e+00 4.07272079e-01
 3.31574408e-01 1.57049164e-01 1.11824512e-01 1.16582013e-01
 3.22008519e-01 1.92360915e-01 1.51044368e-01 1.61019310e-01
 2.73314579e-01 1.33554438e-01 2.12301103e-01 1.40267579e-01
 1.54301777e-01 1.17284944e-01 2.68760457e-01 4.11538703e-01
 4.42540512e-01 3.75803855e-01 3.80629082e-01 3.73471752e-01
 4.07272079e-01 0.00000000e+00 2.68760457e-01 4.12700726e-01
 4.51793841e-01 3.74023534e-01 3.22124780e-01 3.79851883e-01
 3.75056327e-01 3.97961573e-01 2.51887788e-01 3.19161313e-01
 2.88776100e-01 2.89937552e-01 3.92240906e-01 3.74985221e-01
 3.70016958e-01 3.73471752e-01 4.07272079e-01 0.00000000e+00
 2.68760457e-01 4.12700726e-01 4.51793841e-01 3.74023534e-01
 3.22124780e-01 3.79851883e-01 3.75056327e-01 3.97961573e-01
 2.51887788e-01 3.19161313e-01 2.88776100e-01 2.89937552e-01
 3.45530674e-01 3.14097204e-01 2.39554686e-01 2.92433423e-01
 2.52918248e-01 2.50205033e-01 2.88821727e-01 3.31574408e-01
 2.68760457e-01 2.22044605e-16 2.33455022e-01 3.04094185e-01
 2.44168912e-01 3.25495630e-01 2.79019124e-01 2.54669693e-01
 3.03135011e-01 1.92020048e-01 2.29147693e-01 2.08913613e-01
 2.26366204e-01 2.63965073e-01 2.79409089e-01 2.64259807e-01
 2.88821727e-01 3.31574408e-01 2.68760457e-01 2.22044605e-16
 2.33455022e-01 3.04094185e-01 2.44168912e-01 3.25495630e-01
 2.79019124e-01 2.54669693e-01 3.03135011e-01 1.92020048e-01
 2.29147693e-01 2.08913613e-01 2.26366204e-01 2.23462694e-01
 2.29608696e-01 5.25674000e-02 6.83317779e-02 6.49729586e-02
 1.24080866e-01 1.67334743e-01 4.11538703e-01 2.39554686e-01
 6.24679633e-03 7.36546606e-02 7.57131929e-02 3.07579283e-01
 1.20369907e-01 1.05415222e-01 1.23149049e-01 2.83525001e-01
 1.40092335e-01 1.72733911e-01 1.67240034e-01 8.70874157e-02
 1.25020909e-01 1.13458084e-01 1.24080866e-01 1.67334743e-01
 4.11538703e-01 2.39554686e-01 6.24679633e-03 7.36546606e-02
 7.57131929e-02 3.07579283e-01 1.20369907e-01 1.05415222e-01
 1.23149049e-01 2.83525001e-01 1.40092335e-01 1.72733911e-01
 1.67240034e-01 1.06104972e-01 1.52199742e-01 6.48528550e-02
 7.96141236e-02 1.24919779e-01 1.28730904e-01 4.42540512e-01
 2.92433423e-01 5.20350021e-02 9.18716635e-03 7.05290377e-02
 3.15970420e-01 1.39860135e-01 1.20531960e-01 1.29932393e-01
 2.98085537e-01 1.47743853e-01 1.91276919e-01 1.64385851e-01
 9.97041921e-02 1.10468092e-01 1.11180037e-01 1.24919779e-01
 1.28730904e-01 4.42540512e-01 2.92433423e-01 5.20350021e-02
 9.18716635e-03 7.05290377e-02 3.15970420e-01 1.39860135e-01
 1.20531960e-01 1.29932393e-01 2.98085537e-01 1.47743853e-01
 1.91276919e-01 1.64385851e-01 1.30859247e-01 1.52441955e-01
 3.88213073e-02 1.32090337e-01 1.27187305e-01 3.75803855e-01
 2.52918248e-01 7.47236132e-02 7.50064305e-02 1.00657458e-02
 2.81929083e-01 1.22625806e-01 1.06745015e-01 1.00472909e-01
 2.65412529e-01 1.59314073e-01 1.78271801e-01 1.39803014e-01
 1.22698879e-01 1.15886777e-01 9.57882097e-02 1.32090337e-01
 1.27187305e-01 3.75803855e-01 2.52918248e-01 7.47236132e-02
 7.50064305e-02 1.00657458e-02 2.81929083e-01 1.22625806e-01
 1.06745015e-01 1.00472909e-01 2.65412529e-01 1.59314073e-01
 1.78271801e-01 1.39803014e-01 1.42785869e-01 1.34215460e-01
 1.38471774e-01 1.49896069e-01 3.80629082e-01 2.50205033e-01
 7.63405520e-02 9.31395801e-02 4.57202319e-02 2.95901482e-01
 1.29904885e-01 1.15707009e-01 1.09686106e-01 2.80171750e-01
 1.59804668e-01 1.83080958e-01 1.40506241e-01 1.10436043e-01
 1.18164061e-01 6.55363531e-02 1.38471774e-01 1.49896069e-01
 3.80629082e-01 2.50205033e-01 7.63405520e-02 9.31395801e-02
 4.57202319e-02 2.95901482e-01 1.29904885e-01 1.15707009e-01
 1.09686106e-01 2.80171750e-01 1.59804668e-01 1.83080958e-01
 1.40506241e-01 1.29837087e-01 1.31183150e-01 5.01408372e-02
 3.73471752e-01 2.88821727e-01 1.16161867e-01 1.23166687e-01
 1.24579571e-01 3.09570399e-01 1.61487623e-01 1.54956294e-01
 1.63022223e-01 2.45475330e-01 9.17923935e-02 1.62738168e-01
 1.42743306e-01 8.40815522e-02 9.85617053e-02 9.37052687e-02
 0.00000000e+00 5.01408372e-02 3.73471752e-01 2.88821727e-01
 1.16161867e-01 1.23166687e-01 1.24579571e-01 3.09570399e-01
 1.61487623e-01 1.54956294e-01 1.63022223e-01 2.45475330e-01
 9.17923935e-02 1.62738168e-01 1.42743306e-01 9.94588908e-02
 1.13764476e-01 4.07272079e-01 3.31574408e-01 1.57049164e-01
 1.11824512e-01 1.16582013e-01 3.22008519e-01 1.92360915e-01
 1.51044368e-01 1.61019310e-01 2.73314579e-01 1.33554438e-01
 2.12301103e-01 1.40267579e-01 1.34525618e-01 1.02500614e-01
 1.04184337e-01 5.01408372e-02 0.00000000e+00 4.07272079e-01
 3.31574408e-01 1.57049164e-01 1.11824512e-01 1.16582013e-01
 3.22008519e-01 1.92360915e-01 1.51044368e-01 1.61019310e-01
 2.73314579e-01 1.33554438e-01 2.12301103e-01 1.40267579e-01
 1.54301777e-01 1.17284944e-01 2.68760457e-01 4.12700726e-01
 4.51793841e-01 3.74023534e-01 3.22124780e-01 3.79851883e-01
 3.75056327e-01 3.97961573e-01 2.51887788e-01 3.19161313e-01
 2.88776100e-01 2.89937552e-01 3.92240906e-01 3.74985221e-01
 3.70016958e-01 3.73471752e-01 4.07272079e-01 0.00000000e+00
 2.68760457e-01 4.12700726e-01 4.51793841e-01 3.74023534e-01
 3.22124780e-01 3.79851883e-01 3.75056327e-01 3.97961573e-01
 2.51887788e-01 3.19161313e-01 2.88776100e-01 2.89937552e-01
 3.45530674e-01 3.14097204e-01 2.33455022e-01 3.04094185e-01
 2.44168912e-01 3.25495630e-01 2.79019124e-01 2.54669693e-01
 3.03135011e-01 1.92020048e-01 2.29147693e-01 2.08913613e-01
 2.26366204e-01 2.63965073e-01 2.79409089e-01 2.64259807e-01
 2.88821727e-01 3.31574408e-01 2.68760457e-01 2.22044605e-16
 2.33455022e-01 3.04094185e-01 2.44168912e-01 3.25495630e-01
 2.79019124e-01 2.54669693e-01 3.03135011e-01 1.92020048e-01
 2.29147693e-01 2.08913613e-01 2.26366204e-01 2.23462694e-01
 2.29608696e-01 6.38098042e-02 7.09262507e-02 3.03285818e-01
 1.17896414e-01 1.03864531e-01 1.23178973e-01 2.78395835e-01
 1.35956543e-01 1.71974296e-01 1.69412255e-01 9.24082769e-02
 1.28856431e-01 1.19302113e-01 1.16161867e-01 1.57049164e-01
 4.12700726e-01 2.33455022e-01 0.00000000e+00 6.38098042e-02
 7.09262507e-02 3.03285818e-01 1.17896414e-01 1.03864531e-01
 1.23178973e-01 2.78395835e-01 1.35956543e-01 1.71974296e-01
 1.69412255e-01 1.08056760e-01 1.53136725e-01 6.95550129e-02
 3.18038926e-01 1.53948283e-01 1.26087430e-01 1.32675893e-01
 3.03541501e-01 1.50868610e-01 2.06857076e-01 1.67908095e-01
 1.15628308e-01 1.12800557e-01 1.17526196e-01 1.23166687e-01
 1.11824512e-01 4.51793841e-01 3.04094185e-01 6.38098042e-02
 0.00000000e+00 6.95550129e-02 3.18038926e-01 1.53948283e-01
 1.26087430e-01 1.32675893e-01 3.03541501e-01 1.50868610e-01
 2.06857076e-01 1.67908095e-01 1.46818605e-01 1.52513525e-01
 2.78934873e-01 1.18347644e-01 1.03080833e-01 9.11935356e-02
 2.59100391e-01 1.56163578e-01 1.77969714e-01 1.36701032e-01
 1.28586579e-01 1.21739075e-01 9.62320831e-02 1.24579571e-01
 1.16582013e-01 3.74023534e-01 2.44168912e-01 7.09262507e-02
 6.95550129e-02 0.00000000e+00 2.78934873e-01 1.18347644e-01
 1.03080833e-01 9.11935356e-02 2.59100391e-01 1.56163578e-01
 1.77969714e-01 1.36701032e-01 1.44482165e-01 1.30633592e-01
 2.40509862e-01 2.62262567e-01 2.42115708e-01 2.76269456e-01
 2.97183939e-01 2.62391678e-01 2.77897620e-01 3.13036357e-01
 3.24240687e-01 2.99201916e-01 3.09570399e-01 3.22008519e-01
 3.22124780e-01 3.25495630e-01 3.03285818e-01 3.18038926e-01
 2.78934873e-01 0.00000000e+00 2.40509862e-01 2.62262567e-01
 2.42115708e-01 2.76269456e-01 2.97183939e-01 2.62391678e-01
 2.77897620e-01 2.84524297e-01 2.97780237e-01 5.11306737e-02
 5.70850889e-02 2.86882817e-01 1.98403026e-01 1.86998943e-01
 1.88254600e-01 1.60362963e-01 1.83125727e-01 1.61529572e-01
 1.61487623e-01 1.92360915e-01 3.79851883e-01 2.79019124e-01
 1.17896414e-01 1.53948283e-01 1.18347644e-01 2.40509862e-01
 0.00000000e+00 5.11306737e-02 5.70850889e-02 2.86882817e-01
 1.98403026e-01 1.86998943e-01 1.88254600e-01 1.65951338e-01
 1.92671818e-01 3.69708716e-02 2.64093610e-01 1.76731155e-01
 1.71314873e-01 1.41455531e-01 1.46687057e-01 1.36398592e-01
 1.29607461e-01 1.54956294e-01 1.51044368e-01 3.75056327e-01
 2.54669693e-01 1.03864531e-01 1.26087430e-01 1.03080833e-01
 2.62262567e-01 5.11306737e-02 0.00000000e+00 3.69708716e-02
 2.64093610e-01 1.76731155e-01 1.71314873e-01 1.41455531e-01
 1.49596417e-01 1.40910051e-01 2.97204739e-01 2.01082446e-01
 2.01233561e-01 1.56399097e-01 1.62905570e-01 1.55252396e-01
 1.32793856e-01 1.63022223e-01 1.61019310e-01 3.97961573e-01
 3.03135011e-01 1.23178973e-01 1.32675893e-01 9.11935356e-02
 2.42115708e-01 5.70850889e-02 3.69708716e-02 0.00000000e+00
 2.97204739e-01 2.01082446e-01 2.01233561e-01 1.56399097e-01
 1.70644664e-01 1.60383799e-01 2.28557286e-01 7.37577529e-02
 1.50647205e-01 2.46952523e-01 2.57532056e-01 2.42521787e-01
 2.45475330e-01 2.73314579e-01 2.51887788e-01 1.92020048e-01
 2.78395835e-01 3.03541501e-01 2.59100391e-01 2.76269456e-01
 2.86882817e-01 2.64093610e-01 2.97204739e-01 0.00000000e+00
 2.28557286e-01 7.37577529e-02 1.50647205e-01 2.05086931e-01
 1.98431386e-01 1.61199615e-01 1.38754742e-01 1.05644643e-01
 1.23227772e-01 1.19227983e-01 9.17923935e-02 1.33554438e-01
 3.19161313e-01 2.29147693e-01 1.35956543e-01 1.50868610e-01
 1.56163578e-01 2.97183939e-01 1.98403026e-01 1.76731155e-01
 2.01082446e-01 2.28557286e-01 0.00000000e+00 1.61199615e-01
 1.38754742e-01 1.00051900e-01 1.20944988e-01 8.43028575e-02
 1.44754921e-01 1.58941238e-01 1.55563945e-01 1.62738168e-01
 2.12301103e-01 2.88776100e-01 2.08913613e-01 1.71974296e-01
 2.06857076e-01 1.77969714e-01 2.62391678e-01 1.86998943e-01
 1.71314873e-01 2.01233561e-01 7.37577529e-02 1.61199615e-01
 0.00000000e+00 8.43028575e-02 1.20218736e-01 1.29673619e-01
 1.44406337e-01 1.00634756e-01 1.03011121e-01 1.42743306e-01
 1.40267579e-01 2.89937552e-01 2.26366204e-01 1.69412255e-01
 1.67908095e-01 1.36701032e-01 2.77897620e-01 1.88254600e-01
 1.41455531e-01 1.56399097e-01 1.50647205e-01 1.38754742e-01
 8.43028575e-02 2.22044605e-16 1.34865627e-01 7.60207160e-02
 6.67215527e-02 5.56041223e-02 8.40815522e-02 1.34525618e-01
 3.92240906e-01 2.63965073e-01 9.24082769e-02 1.15628308e-01
 1.28586579e-01 3.13036357e-01 1.60362963e-01 1.46687057e-01
 1.62905570e-01 2.46952523e-01 1.05644643e-01 1.44754921e-01
 1.44406337e-01 2.13545943e-02 8.62032558e-02 5.08332948e-02
 9.85617053e-02 1.02500614e-01 3.74985221e-01 2.79409089e-01
 1.28856431e-01 1.12800557e-01 1.21739075e-01 3.24240687e-01
 1.83125727e-01 1.36398592e-01 1.55252396e-01 2.57532056e-01
 1.23227772e-01 1.58941238e-01 1.00634756e-01 8.40555021e-02
 3.24845248e-02 9.37052687e-02 1.04184337e-01 3.70016958e-01
 2.64259807e-01 1.19302113e-01 1.17526196e-01 9.62320831e-02
 2.99201916e-01 1.61529572e-01 1.29607461e-01 1.32793856e-01
 2.42521787e-01 1.19227983e-01 1.55563945e-01 1.03011121e-01
 7.25126495e-02 6.07374145e-02 5.01408372e-02 3.73471752e-01
 2.88821727e-01 1.16161867e-01 1.23166687e-01 1.24579571e-01
 3.09570399e-01 1.61487623e-01 1.54956294e-01 1.63022223e-01
 2.45475330e-01 9.17923935e-02 1.62738168e-01 1.42743306e-01
 9.94588908e-02 1.13764476e-01 4.07272079e-01 3.31574408e-01
 1.57049164e-01 1.11824512e-01 1.16582013e-01 3.22008519e-01
 1.92360915e-01 1.51044368e-01 1.61019310e-01 2.73314579e-01
 1.33554438e-01 2.12301103e-01 1.40267579e-01 1.54301777e-01
 1.17284944e-01 2.68760457e-01 4.12700726e-01 4.51793841e-01
 3.74023534e-01 3.22124780e-01 3.79851883e-01 3.75056327e-01
 3.97961573e-01 2.51887788e-01 3.19161313e-01 2.88776100e-01
 2.89937552e-01 3.45530674e-01 3.14097204e-01 2.33455022e-01
 3.04094185e-01 2.44168912e-01 3.25495630e-01 2.79019124e-01
 2.54669693e-01 3.03135011e-01 1.92020048e-01 2.29147693e-01
 2.08913613e-01 2.26366204e-01 2.23462694e-01 2.29608696e-01
 6.38098042e-02 7.09262507e-02 3.03285818e-01 1.17896414e-01
 1.03864531e-01 1.23178973e-01 2.78395835e-01 1.35956543e-01
 1.71974296e-01 1.69412255e-01 1.08056760e-01 1.53136725e-01
 6.95550129e-02 3.18038926e-01 1.53948283e-01 1.26087430e-01
 1.32675893e-01 3.03541501e-01 1.50868610e-01 2.06857076e-01
 1.67908095e-01 1.46818605e-01 1.52513525e-01 2.78934873e-01
 1.18347644e-01 1.03080833e-01 9.11935356e-02 2.59100391e-01
 1.56163578e-01 1.77969714e-01 1.36701032e-01 1.44482165e-01
 1.30633592e-01 2.40509862e-01 2.62262567e-01 2.42115708e-01
 2.76269456e-01 2.97183939e-01 2.62391678e-01 2.77897620e-01
 2.84524297e-01 2.97780237e-01 5.11306737e-02 5.70850889e-02
 2.86882817e-01 1.98403026e-01 1.86998943e-01 1.88254600e-01
 1.65951338e-01 1.92671818e-01 3.69708716e-02 2.64093610e-01
 1.76731155e-01 1.71314873e-01 1.41455531e-01 1.49596417e-01
 1.40910051e-01 2.97204739e-01 2.01082446e-01 2.01233561e-01
 1.56399097e-01 1.70644664e-01 1.60383799e-01 2.28557286e-01
 7.37577529e-02 1.50647205e-01 2.05086931e-01 1.98431386e-01
 1.61199615e-01 1.38754742e-01 1.00051900e-01 1.20944988e-01
 8.43028575e-02 1.20218736e-01 1.29673619e-01 1.34865627e-01
 7.60207160e-02 6.57238932e-02]",0.101010621,0.197105148
detente,"[0.5563154, 0.5347833, 0.3873648, 0.39619985, 0.40785822, 0.39515674, 0.43153378, 0.42367572, 0.42128298]","[4700.142578125, 3271.611083984375, 2364.980712890625, 1816.8277587890625, 1486.6163330078125]",[0.30213688 0.43820448 0.38269286 ... 0.34078974 0.29281613 0.38758675],0.152443671,0.248319055
ennui,"[0.44484347, 0.36367008, 0.37556154, 0.38876978, 0.40607548, 0.39187273, 0.39395165, 0.39287332, 0.3913548]","[2514.74169921875, 1663.9256591796875, 1238.6419677734375, 966.1331176757812, 751.927490234375]",[0.2497293  0.09981844 0.40963399 ... 0.15380361 0.12469145 0.08191813],0.096212728,0.24144994
faux pas,"[0.5802416, 0.38647255, 0.3536162, 0.36046457, 0.35057494, 0.36617693, 0.36159387, 0.35886124, 0.35436493]","[3124.184326171875, 2227.456298828125, 1734.5408935546875, 1420.433837890625, 1154.0255126953125]",[0.27656036 0.21827249 0.28039107 ... 0.37221651 0.39987539 0.13603188],0.103937294,0.217793848
fete,"[0.44285253, 0.4416499, 0.40120468, 0.40262732, 0.40433583, 0.42062667, 0.40966472, 0.41100487, 0.41320956]","[3056.505126953125, 1997.7315673828125, 1445.860595703125, 1096.0562744140625, 838.3148803710938]",[0.36880054 0.39219123 0.34969196 ... 0.4803154  0.33576553 0.51305031],0.117325828,0.322185731
