word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
academy,"[0.40083557, 0.410358, 0.41206902, 0.40060353, 0.4197281, 0.43311492, 0.4351745, 0.43457294, 0.42614582]","[5397.6728515625, 3412.61865234375, 2535.44921875, 1965.3883056640625, 1580.0648193359375]",[0.37507812 0.83012773 0.35369571 ... 0.40947189 0.48007772 0.53439588],0.1205474795357659,0.4205264907902838
after,"[0.6630969, 0.3803166, 0.42389885, 0.38491935, 0.38209382, 0.382044, 0.3840857, 0.38221657, 0.3662254]","[4742.7412109375, 2962.98193359375, 1850.48828125, 1495.4049072265625, 1237.484619140625]",[0.35765132 0.80427347 0.37343588 ... 0.33820834 0.27501252 0.27154494],0.16602834341312772,0.42126891390828114
author,"[0.62149477, 0.69358593, 0.5481765, 0.52005494, 0.51929915, 0.5319529, 0.48764625, 0.4796146, 0.4653545]","[9486.033203125, 2928.67333984375, 1710.941162109375, 1370.3848876953125, 1130.028564453125]",[0.22393661 0.6118551  0.60924235 ... 0.11579003 0.54472412 0.53578766],0.22071583991814542,0.5601702248288388
boredom,"[0.64895, 0.6286925, 0.52370876, 0.41893202, 0.41980886, 0.39673012, 0.3757679, 0.3797506, 0.35318118]","[3250.166015625, 1666.228515625, 990.282958984375, 781.9544677734375, 659.6620483398438]",[0.29761336 0.13610059 0.46297438 ... 0.05068161 0.30607989 0.29053463],0.13622903842858514,0.1914285405892184
cottage,"[0.42671916, 0.43794036, 0.46690607, 0.41306707, 0.4217196, 0.379487, 0.3899184, 0.39570397, 0.39263934]","[4073.1240234375, 2843.3115234375, 1894.492919921875, 1414.7939453125, 1138.1842041015625]",[0.22320248 0.17164359 0.17755298 ... 0.1125531  0.32775624 0.34628827],0.14360714172521427,0.35543269216314377
end of century,"[0.5546217, 0.51064074, 0.50065255, 0.41315088, 0.44952345, 0.4334384, 0.44078875, 0.4373239, 0.45795524]","[190.14071655273438, 91.70222473144531, 65.63681030273438, 49.65757369995117, 35.97111892700195]","[0.15900997 0.1741419  0.22459361 0.22475198 0.24510157 0.24779086
 0.29015624 0.29177791 0.262439   0.30714691 0.29796265 0.30945193
 0.22770282 0.25438445 0.12040625 0.25691907 0.27148066 0.27135387
 0.24999748 0.26536187 0.22741431 0.15117104 0.21304889 0.26195842
 0.2216455  0.24994039 0.26451448 0.26520166 0.25423182 0.2417138
 0.23754518 0.21855023 0.13469224 0.15567756 0.16086587 0.21677442
 0.03829705 0.08457393 0.08931303 0.11145676 0.11224291 0.17360493
 0.16349847 0.12424637 0.18761726 0.15591919 0.1772812  0.10115406
 0.14945431 0.20477436 0.13181901 0.15237948 0.14291077 0.13802308
 0.15099753 0.1260419  0.18534377 0.1088798  0.15648444 0.12214386
 0.13864876 0.19242277 0.15214962 0.14518996 0.13823583 0.13449199
 0.12334574 0.17520439 0.20313936 0.10513253 0.19331326 0.1108486
 0.11662267 0.12796997 0.11071831 0.16761441 0.16080518 0.12064685
 0.20165204 0.16987943 0.18318226 0.11792752 0.15017017 0.21950791
 0.14799714 0.16679292 0.15540106 0.14293051 0.15056667 0.11674023
 0.2190134  0.13201903 0.17808425 0.13946462 0.15276202 0.20997072
 0.16179276 0.14330814 0.1405038  0.14353404 0.12537973 0.20278682
 0.21582217 0.13234757 0.20510906 0.02349781 0.04818718 0.06130699
 0.13018803 0.11562561 0.05837384 0.13800633 0.09855179 0.1196528
 0.05628436 0.12132696 0.25513449 0.10338985 0.12210981 0.11044481
 0.11321336 0.1317764  0.11449396 0.2295063  0.07412025 0.1317076
 0.08922906 0.11217887 0.18977588 0.10534907 0.10159447 0.1069378
 0.11145459 0.12129783 0.21060843 0.24488483 0.11683666 0.2101413
 0.03301094 0.05018649 0.12277535 0.10165978 0.06347517 0.12117764
 0.10436248 0.10746521 0.0447513  0.11865689 0.26377292 0.09844473
 0.12028558 0.1007393  0.09539851 0.12938707 0.11831066 0.22784995
 0.07378445 0.11486867 0.07496035 0.09129688 0.1744102  0.08811271
 0.09799925 0.10934477 0.09701318 0.12235309 0.21731323 0.24053896
 0.11859239 0.19389735 0.0302248  0.12304139 0.10935763 0.05910917
 0.13606586 0.1114067  0.10708576 0.05686906 0.10417837 0.27533372
 0.11765237 0.13246961 0.10889579 0.09535728 0.12170268 0.12702632
 0.25343825 0.09680942 0.12192174 0.07529121 0.09428062 0.18979535
 0.09310737 0.10537208 0.10784434 0.09963693 0.13396637 0.23905963
 0.26636777 0.14409546 0.20062357 0.10049578 0.09081135 0.064834
 0.15588534 0.12152199 0.12869709 0.06819481 0.09752284 0.27537009
 0.11516343 0.1237697  0.11366168 0.09475409 0.11038136 0.11200858
 0.25251363 0.09897732 0.13129479 0.08699422 0.10832983 0.1822905
 0.09307891 0.10528378 0.11118803 0.11054164 0.13402522 0.24249238
 0.2558123  0.1407599  0.20258692 0.06242953 0.11058711 0.18640708
 0.16826286 0.1796806  0.12832121 0.11670245 0.34967836 0.12827901
 0.13491364 0.10865832 0.1325549  0.12063182 0.14385818 0.30934961
 0.17027153 0.19930751 0.16474668 0.18443849 0.22971518 0.1271667
 0.1278908  0.16288998 0.19463229 0.19895595 0.29387537 0.31645488
 0.20533409 0.26875755 0.08551311 0.12659523 0.14148728 0.12820198
 0.10209772 0.12078921 0.34255688 0.09293271 0.11260368 0.11326361
 0.11232039 0.12936703 0.11101337 0.28739394 0.14757697 0.16253566
 0.14907179 0.16267145 0.20579677 0.11174565 0.12810021 0.14317074
 0.15487802 0.17104632 0.27946697 0.30585596 0.18311038 0.22935306
 0.12585997 0.09596415 0.09408673 0.07163407 0.11100394 0.30163806
 0.11249818 0.12186353 0.10658965 0.11528133 0.12221575 0.09892434
 0.26191582 0.10778533 0.15928727 0.10521968 0.12924367 0.2013606
 0.09874216 0.10982223 0.10315294 0.11301843 0.11421846 0.24404329
 0.28111495 0.14286141 0.21816049 0.1030891  0.04130683 0.10971707
 0.17496822 0.34779757 0.15997878 0.19037989 0.18670738 0.14487933
 0.19820036 0.15136118 0.26231689 0.16133985 0.16465419 0.17636756
 0.18174167 0.16562077 0.17973719 0.1678607  0.14616258 0.16827746
 0.15358055 0.25561481 0.31210404 0.18123997 0.16369386 0.06444526
 0.09362136 0.13217224 0.33285015 0.15773178 0.16065819 0.15093976
 0.13520043 0.16545895 0.12700183 0.26774725 0.12522434 0.1202779
 0.13173021 0.14135784 0.17665495 0.16358544 0.14651572 0.11689199
 0.14634286 0.11504534 0.24029406 0.31199493 0.18224261 0.21351174
 0.09970278 0.13739378 0.3430147  0.15023337 0.1617149  0.15805197
 0.12710994 0.16758743 0.1308924  0.27368623 0.15728004 0.15064175
 0.14661139 0.16600341 0.17938216 0.17121973 0.16749447 0.12058606
 0.15753622 0.12788308 0.25208354 0.31555713 0.18906393 0.17368998
 0.0950238  0.27903847 0.12609553 0.1312195  0.11291626 0.10507563
 0.13389523 0.11049306 0.24019541 0.1012231  0.14434122 0.10375819
 0.11708229 0.1866094  0.11830282 0.11398475 0.12327203 0.10916514
 0.119419   0.23136069 0.24778952 0.12556043 0.20053986 0.28944103
 0.13583246 0.13040959 0.11472102 0.12234751 0.09631258 0.11653999
 0.26493498 0.15534205 0.1685292  0.12520235 0.15946209 0.20981194
 0.13362444 0.13343861 0.12861193 0.1519448  0.15217672 0.24647674
 0.27135734 0.18674712 0.20182723 0.27170396 0.28348869 0.30180787
 0.26638215 0.29723955 0.24747658 0.14740112 0.21039361 0.25022064
 0.21250007 0.24950178 0.23165561 0.27116741 0.26179586 0.23999885
 0.23444209 0.22299129 0.15565556 0.16624038 0.19714434 0.21835078
 0.05901499 0.07469569 0.06079483 0.09601602 0.06926143 0.22323101
 0.1155497  0.1324025  0.11733547 0.12809778 0.17531652 0.08541088
 0.11833945 0.10746198 0.12456853 0.13345454 0.21682411 0.26361057
 0.14050499 0.18636841 0.05855088 0.0656914  0.09328503 0.07576238
 0.23280878 0.12722847 0.15134251 0.11412553 0.13213218 0.18858263
 0.09824869 0.13699273 0.11077824 0.12941234 0.13483216 0.22674041
 0.27591196 0.15886687 0.20439114 0.06103815 0.06619841 0.08318738
 0.2553518  0.12800561 0.16047057 0.10860796 0.12565071 0.2056747
 0.08330244 0.1211394  0.11526795 0.13749295 0.14610604 0.23903661
 0.28709565 0.15764535 0.21644427 0.07162393 0.06153685 0.21013862
 0.11738163 0.11084994 0.10096838 0.1035395  0.1470032  0.08917351
 0.11324339 0.07188822 0.1065871  0.11029238 0.20049597 0.25900285
 0.14293024 0.15586929 0.08115652 0.25766174 0.14902103 0.16512992
 0.1278139  0.14659318 0.19431049 0.10805468 0.11720461 0.12206952
 0.15293301 0.1534272  0.23872165 0.28081765 0.16712072 0.19287364
 0.17184753 0.11232898 0.1384329  0.1163336  0.1346275  0.14456767
 0.11583339 0.11268381 0.0841556  0.11865059 0.07083989 0.15640859
 0.24094837 0.1225327  0.14642404 0.19374803 0.20610396 0.20207362
 0.22830008 0.1635513  0.24504755 0.22913462 0.19799781 0.21365532
 0.1485869  0.0442761  0.15020529 0.13098556 0.1389055  0.06742514
 0.04773706 0.05632403 0.12332266 0.08341082 0.06981553 0.08549801
 0.05402056 0.08592641 0.19163685 0.23852278 0.1015298  0.1826817
 0.08457902 0.06919961 0.12205828 0.1182282  0.10391046 0.09014541
 0.07934564 0.10468548 0.21084149 0.27354161 0.16299462 0.18074371
 0.05005524 0.1232656  0.05869449 0.07641237 0.07101093 0.05501832
 0.09706262 0.19531867 0.23585458 0.1233238  0.16538472 0.1357966
 0.07715797 0.08556311 0.09247773 0.02834282 0.1051741  0.22849049
 0.27481952 0.14900221 0.19537198 0.15810248 0.13963928 0.13364903
 0.14455818 0.11653198 0.16923042 0.25809043 0.14749274 0.10322342
 0.05730952 0.07291638 0.07259237 0.12270506 0.24048536 0.27765872
 0.14752447 0.20801917 0.07466358 0.07682322 0.10377467 0.21486157
 0.26881832 0.13148839 0.1999325  0.07017713 0.05404417 0.18280742
 0.25765609 0.14274612 0.16875166 0.08644503 0.22097883 0.25534235
 0.13638764 0.18488439 0.13927321 0.2458311  0.11760449 0.15545952
 0.1543873  0.12731619 0.14035552 0.19628358 0.22095073 0.12534455]",0.06354620511457885,0.1551862072930761
fashionable,"[0.56471384, 0.48142457, 0.42206335, 0.39757606, 0.37496015, 0.38644817, 0.3917683, 0.38747722, 0.37579885]","[3858.0546875, 2381.69189453125, 1567.7474365234375, 1193.2088623046875, 966.8807983398438]",[0.07650405 0.05172757 0.1404119  ... 0.20954219 0.17076107 0.26705821],0.13923841883778948,0.19507236253596885
high school,"[0.748821, 0.42945853, 0.42983195, 0.38466132, 0.39071584, 0.38162458, 0.36691564, 0.37254676, 0.3912641]","[4056.454833984375, 2263.8681640625, 1607.14013671875, 1248.833740234375, 1023.6015014648438]",[0.12871597 0.17457077 0.20699524 ... 0.0543869  0.08500541 0.0829273 ],0.1577882251856325,0.22938229581640113
misstep,"[0.687588, 0.47330993, 0.42122483, 0.44379088, 0.41956353, 0.38158202, 0.39487466, 0.3988515, 0.39090768]","[1873.040283203125, 1123.4052734375, 766.8978881835938, 534.142578125, 444.99285888671875]",[0.0694498  0.21465686 0.22637332 ... 0.09398806 0.10027864 0.09005294],0.09222632207119391,0.1833409548640259
mockery,"[0.56932664, 0.48959732, 0.44900554, 0.4113625, 0.4196685, 0.42779213, 0.40717262, 0.41173962, 0.3905014]","[3052.0322265625, 1497.16943359375, 1094.435791015625, 865.8572998046875, 726.5528564453125]",[0.1721885  0.10644112 0.05619023 ... 0.13127149 0.22271887 0.11391988],0.10923436348684323,0.18171603552958976
pack,"[0.38479033, 0.47479683, 0.47763854, 0.46426076, 0.4282506, 0.41230306, 0.4362606, 0.42529768, 0.411684]","[5682.517578125, 3158.787841796875, 2097.36962890625, 1597.043701171875, 1284.9803466796875]",[0.08138225 0.99664624 0.99664624 ... 0.34800667 0.37846423 0.12223045],0.16236160180188636,0.42997037706095326
party,"[0.52908427, 0.47075465, 0.44292173, 0.4634389, 0.45547584, 0.45409393, 0.44195443, 0.45432135, 0.42254817]","[5565.1240234375, 3515.760009765625, 2729.655517578125, 2149.009033203125, 1585.09423828125]",[0.39250678 0.40185408 0.42767146 ... 0.4607471  0.51649723 0.10186998],0.15521245879431994,0.38272217871351105
relaxation,"[0.68547714, 0.42487848, 0.44632214, 0.40126556, 0.41343674, 0.38795373, 0.378338, 0.3789849, 0.36616543]","[2036.070556640625, 1391.1075439453125, 822.3687133789062, 632.5880737304688, 530.9019775390625]",[0.41434491 0.43259151 0.49432736 ... 0.06304188 0.06755917 0.09257534],0.11724457521122353,0.18422018783488117
repairman,"[0.54149485, 0.5256032, 0.462908, 0.4540373, 0.43643105, 0.41092142, 0.4139741, 0.4008932, 0.40381497]","[2495.404296875, 1536.683837890625, 972.56982421875, 703.296142578125, 577.86767578125]",[0.09170503 0.10806219 0.25168741 ... 0.04253415 0.06183057 0.0214648 ],0.09604988150301252,0.18810294517733953
room,"[0.38801768, 0.36853307, 0.3726046, 0.36356264, 0.35782546, 0.35755816, 0.360924, 0.3531826, 0.36341828]","[4690.240234375, 2993.83203125, 2227.9287109375, 1827.279541015625, 1532.080322265625]",[0.41390011 0.43398301 0.42743914 ... 0.20348433 0.19048921 0.08564779],0.10564304911475002,0.3999992722846709
song,"[0.5446632, 0.58761513, 0.5605509, 0.5306392, 0.5048126, 0.46631983, 0.45803732, 0.4479928, 0.42545193]","[5040.2822265625, 2488.5673828125, 1861.8612060546875, 1242.951416015625, 991.5758056640625]",[0.54081518 0.53625923 0.5919229  ... 0.8932664  0.30547307 0.92609044],0.1429656039041418,0.4236756763119903
minstrel,"[0.6949487, 0.64502543, 0.526113, 0.45946556, 0.39996818, 0.39627668, 0.3945054, 0.3889474, 0.3842339]","[2848.04931640625, 1351.6407470703125, 849.55908203125, 621.477783203125, 505.0208740234375]",[0.30230244 0.22321828 0.2105509  ... 0.19574636 0.24656483 0.06288365],0.12208295205541231,0.17694069867439732
working class,"[0.5428672, 0.5191769, 0.44967154, 0.38961482, 0.40177843, 0.3960903, 0.40081653, 0.38120964, 0.38067853]","[2450.54296875, 1193.699462890625, 922.1141357421875, 772.5172119140625, 630.0220336914062]",[0.28795557 0.30988136 0.24605165 ... 0.04035385 0.06806893 0.06172887],0.07222175171420143,0.13795716235203376
meeting,"[0.5174845, 0.56368375, 0.53634447, 0.48002514, 0.45959577, 0.4745667, 0.4858002, 0.45642218, 0.44979882]","[5116.8017578125, 2123.767333984375, 1397.611328125, 1132.70703125, 876.4376220703125]",[0.32385112 0.37982699 0.44591501 ... 0.55815243 0.29509196 0.60507071],0.1378973120921087,0.41479385493808246
middle class,"[0.8248991, 0.44024804, 0.42065778, 0.39535975, 0.4006239, 0.37482512, 0.36972612, 0.3725988, 0.38115627]","[2840.662109375, 1622.5517578125, 1003.1748657226562, 802.49462890625, 615.8368530273438]",[0.05343789 0.04466209 0.05153467 ... 0.24443168 0.21858588 0.18099612],0.11561766390207671,0.16679133628798487
fire,"[0.6975129, 0.55350685, 0.45243108, 0.46546227, 0.45530903, 0.44169906, 0.43504873, 0.44440666, 0.4154168]","[6664.037109375, 2517.81103515625, 1687.189208984375, 1219.089599609375, 974.5001831054688]",[0.85825454 0.86102053 0.86138435 ... 0.         0.48994959 0.48994959],0.20178672081924376,0.4561952094547299
nose,"[0.37790114, 0.42700532, 0.38590467, 0.37233585, 0.36537254, 0.36401817, 0.36984128, 0.37072575, 0.35770074]","[4098.634765625, 2509.1298828125, 1890.734130859375, 1507.512939453125, 1265.196533203125]",[0.53969219 0.44844233 0.53417469 ... 0.11019623 0.22774351 0.16654885],0.11634437119948345,0.3565832502009959
water,"[0.3986322, 0.41441706, 0.43999046, 0.42223462, 0.39162987, 0.37440962, 0.3827415, 0.38943592, 0.3821984]","[4816.2890625, 3133.7509765625, 2055.70751953125, 1556.984619140625, 1301.498046875]",[0.06739624 0.18349102 0.20353268 ... 0.06758928 0.09089683 0.06424619],0.15228474748949847,0.37682851630470465
tongue,"[0.38947594, 0.45240298, 0.42770863, 0.41790634, 0.3786592, 0.38875574, 0.39443472, 0.37912774, 0.39822668]","[4056.281005859375, 2565.980712890625, 1748.1370849609375, 1397.9130859375, 1154.373291015625]",[0.16224161 0.17185014 0.19486459 ... 0.3129144  0.26183104 0.15345677],0.1261253046391636,0.32798905949132096
blood,"[0.46703103, 0.42153057, 0.40054637, 0.39678577, 0.35275155, 0.35029814, 0.36222386, 0.36085883, 0.37633514]","[4195.9453125, 2910.28076171875, 2226.30419921875, 1719.924072265625, 1478.9605712890625]",[0.30900911 0.32042741 0.3135694  ... 0.39624964 0.40134607 0.0719857 ],0.12366726450143944,0.332406145153993
