word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
burlesque,"[0.5467839, 0.54179263, 0.47881824, 0.4639688, 0.42204767, 0.41180688, 0.38223067, 0.37723017, 0.3808519]","[7410.8544921875, 3569.257568359375, 2463.772705078125, 1876.49462890625, 1580.8453369140625]",[0.15301582 0.24104095 0.2107956  ... 0.31178804 0.2869056  0.11514786],0.06591089697519212,0.2051646028119408
depanneur,"[0.54813296, 0.5558463, 0.61871356, 0.52524996, 0.53148896, 0.5680938, 0.57688755, 0.5839889, 0.6273384]","[1234.7821044921875, 731.1690673828125, 362.3374328613281, 228.266357421875, 170.9086151123047]",[0.26595796 0.30970801 0.13590414 ... 0.13301302 0.08794001 0.10925459],0.09154939024599125,0.20358058156019215
detente,"[0.5410747, 0.5506087, 0.5005552, 0.49933708, 0.448005, 0.46021655, 0.43457678, 0.43583772, 0.41229418]","[10624.775390625, 5151.99560546875, 3348.690185546875, 2431.56640625, 1980.265869140625]",[0.18897412 0.18899184 0.19871597 ... 0.29031738 0.29934142 0.14548032],0.08321023962652493,0.24105212997335412
ennui,"[0.6040006, 0.4301089, 0.42740667, 0.37132668, 0.40723386, 0.40557325, 0.3916446, 0.3798454, 0.38226697]","[8779.0732421875, 5248.1806640625, 3531.40283203125, 2961.8359375, 2410.862548828125]",[0.24023207 0.16716681 0.3245404  ... 0.25348457 0.28707617 0.17915295],0.09005041203703854,0.23667940762045067
faux pas,"[0.5426432, 0.42562917, 0.42661664, 0.39067566, 0.3817816, 0.38839057, 0.3873449, 0.39183015, 0.3883324]","[9022.32421875, 5705.1376953125, 3888.255126953125, 3210.359130859375, 2699.783447265625]",[0.2051372  0.20679524 0.17315815 ... 0.22652039 0.26361752 0.09232108],0.07687094089360329,0.20372251132769847
fete,"[0.41013542, 0.5068447, 0.41698417, 0.43064913, 0.46078444, 0.46442634, 0.460354, 0.4121278, 0.41707364]","[9647.5517578125, 5044.478515625, 4025.816650390625, 3173.102783203125, 2571.21044921875]",[0.21665104 0.16462947 0.27968787 ... 0.27534535 0.27585637 0.04469025],0.0838851685862401,0.2906237667066469
fete,"[0.41013548, 0.50684464, 0.41698417, 0.43064913, 0.46078444, 0.46442637, 0.4603541, 0.41212785, 0.41707367]","[9647.548828125, 5044.4794921875, 4025.81884765625, 3173.102783203125, 2571.21240234375]",[0.21665104 0.16462947 0.27968787 ... 0.27534526 0.27585631 0.04469026],0.0838851683363271,0.29062376747424
fin de siecle,"[0.44411746, 0.35966438, 0.35015792, 0.34907776, 0.36085522, 0.35322112, 0.3619402, 0.38041022, 0.38292617]","[2873.09033203125, 2007.03271484375, 1507.75390625, 1225.98876953125, 990.7655029296875]",[0.10733697 0.13923322 0.16341627 ... 0.19503878 0.12418943 0.17435318],0.05364690608921924,0.17737056774623292
gite,"[0.6153727, 0.6178395, 0.57998013, 0.5639596, 0.58348244, 0.55945665, 0.50034016, 0.50865656, 0.5144471]","[7638.00439453125, 3985.41064453125, 2647.01513671875, 2021.205078125, 1577.240966796875]",[0.19721337 0.19721337 0.19721337 ... 0.11055604 0.06278767 0.10584376],0.09427819616893009,0.20089755086489425
gite,"[0.61492103, 0.61705995, 0.57912046, 0.5634559, 0.5826686, 0.55736744, 0.5218437, 0.50797516, 0.51493055]","[7633.6123046875, 3991.666015625, 2651.525634765625, 2025.6728515625, 1579.9031982421875]",[0.19721337 0.19721337 0.19721337 ... 0.         0.11055604 0.11055604],0.09422820450645983,0.2010769073601404
jongleur,"[0.56743133, 0.5642899, 0.571105, 0.5663239, 0.57375294, 0.59213823, 0.59741807, 0.61952966, 0.6350796]","[1737.068603515625, 868.0971069335938, 538.3455810546875, 421.2169494628906, 322.1535339355469]",[0.18436189 0.20091165 0.28168939 ... 0.17689738 0.32013271 0.26009012],0.06620765391104903,0.19575801574557591
lycee,"[0.42449975, 0.44593358, 0.41825047, 0.41747993, 0.4076178, 0.41290227, 0.4069408, 0.39402723, 0.39148784]","[9966.03515625, 5517.16064453125, 4302.39501953125, 3344.758544921875, 2677.06201171875]",[0.2089129  0.18261767 0.25550054 ... 0.023702   0.20734115 0.19279255],0.06774233482176147,0.22931388266118383
peloton,"[0.52038115, 0.6281131, 0.5081669, 0.5009862, 0.49351534, 0.4550232, 0.46391675, 0.4628138, 0.4593379]","[12375.1455078125, 5010.60546875, 3396.8125, 2367.17333984375, 1994.62353515625]",[0.07260101 0.07260101 0.08521    ... 0.20350752 0.19536454 0.06835412],0.08368247349826533,0.22050243665462618
proletariat,"[0.48188648, 0.4494132, 0.40555048, 0.3837833, 0.3969184, 0.40456304, 0.39951962, 0.3801445, 0.37159038]","[5667.009765625, 3165.744140625, 2277.94873046875, 1868.783935546875, 1465.868408203125]",[0.09195668 0.1079835  0.15973212 ... 0.10255643 0.15397875 0.08745048],0.05585067685214229,0.1751489698735318
rendezvous,"[0.5710139, 0.4165099, 0.42400974, 0.42427146, 0.4269551, 0.4098794, 0.39790058, 0.3894022, 0.3842846]","[6084.486328125, 4033.14111328125, 2826.9755859375, 2170.3642578125, 1766.1578369140625]",[0.13204261 0.20731811 0.18727576 ... 0.16464825 0.22179176 0.15639361],0.06496623065306269,0.22934038984270963
gite,"[0.6149209, 0.61705995, 0.5791206, 0.56345606, 0.5826687, 0.55736756, 0.52184373, 0.5079752, 0.5149307]","[7633.609375, 3991.66162109375, 2651.521484375, 2025.6702880859375, 1579.901611328125]",[0.19721337 0.19721337 0.19721337 ... 0.         0.11055604 0.11055604],0.09422820450645983,0.2010769073601404
jongleur,"[0.5674315, 0.5642893, 0.5711046, 0.5663239, 0.5737534, 0.59213865, 0.5974187, 0.6195304, 0.6350802]","[1737.06787109375, 868.0985717773438, 538.3469848632812, 421.218017578125, 322.1539306640625]",[0.18436189 0.20091165 0.28168939 ... 0.17689738 0.32013271 0.26009012],0.06620765391104903,0.19575801574557591
lycee,"[0.4244998, 0.44593358, 0.41825047, 0.41747996, 0.40761784, 0.4129023, 0.40694082, 0.3940273, 0.39148784]","[9966.02734375, 5517.15625, 4302.39208984375, 3344.755859375, 2677.0595703125]",[0.2089129  0.18261767 0.25550054 ... 0.023702   0.20734115 0.19279255],0.06774233482176147,0.22931388266118383
peloton,"[0.52038103, 0.62811315, 0.5081669, 0.5009862, 0.49351537, 0.4550232, 0.46391672, 0.4628138, 0.45933792]","[12375.14453125, 5010.60498046875, 3396.81103515625, 2367.17236328125, 1994.6229248046875]",[0.07260101 0.07260101 0.08521    ... 0.20350752 0.19536454 0.06835412],0.08368247349826533,0.22050243665462618
proletariat,"[0.48188618, 0.44941473, 0.405552, 0.3837848, 0.39692008, 0.40456396, 0.39952016, 0.38014477, 0.37158942]","[5667.017578125, 3165.73876953125, 2277.94140625, 1868.778076171875, 1465.861328125]",[0.09195668 0.1079835  0.15973212 ... 0.10255643 0.15397875 0.08745048],0.05585067685214229,0.1751489698735318
rendezvous,"[0.57101476, 0.41649756, 0.42401257, 0.42427918, 0.42695358, 0.40987903, 0.3978793, 0.38938287, 0.384271]","[6084.48828125, 4033.2373046875, 2827.0185546875, 2170.362548828125, 1766.18505859375]",[0.13204261 0.20731811 0.18727576 ... 0.16464825 0.22179176 0.15639361],0.06496623065306269,0.22934038984270963
aplomb,"[0.48654786, 0.45264715, 0.4530726, 0.41776475, 0.39207843, 0.3926029, 0.39597, 0.38206983, 0.37478656]","[7461.60693359375, 4187.89501953125, 3217.06982421875, 2529.5947265625, 1996.240234375]",[0.09534887 0.11149331 0.2250231  ... 0.08984531 0.47240015 0.46762723],0.07110857110719641,0.20171827361790134
beige,"[0.5239746, 0.44540608, 0.44443455, 0.42754275, 0.39930877, 0.40727025, 0.3808884, 0.40597633, 0.39118713]","[10089.75, 6628.4150390625, 4295.8642578125, 3363.29296875, 2750.82177734375]",[0.10420158 0.12012262 0.11413572 ... 0.25459695 0.3200312  0.08793705],0.08318209013544342,0.22009743058795928
brochure,"[0.56146127, 0.5203126, 0.4500828, 0.44689018, 0.40132415, 0.3880995, 0.4022528, 0.38622174, 0.37793607]","[6926.974609375, 4250.34912109375, 3361.098876953125, 2688.025390625, 2179.09716796875]",[0.13739181 0.07338541 0.03064681 ... 0.20904962 0.30450413 0.20100157],0.08279060485824526,0.20217880541828834
cafe,"[0.45666865, 0.40395874, 0.39014304, 0.3717727, 0.36331213, 0.3641221, 0.36327747, 0.36653537, 0.36933318]","[7976.67041015625, 5193.015625, 3865.86962890625, 3188.14892578125, 2587.708984375]",[0.13670013 0.15895393 0.20685524 ... 0.03468321 0.05407669 0.03928392],0.06632449059103775,0.2418508775288431
camaraderie,"[0.4929636, 0.38070711, 0.40163517, 0.38421306, 0.3738722, 0.36314666, 0.3669656, 0.36736494, 0.36502326]","[5483.365234375, 3752.36767578125, 2444.094970703125, 1978.8980712890625, 1627.361328125]",[0.10227401 0.12169488 0.09129697 ... 0.13072546 0.13212171 0.15901875],0.05820284919886646,0.1861999297557645
cliche,"[0.4087809, 0.41524842, 0.37160993, 0.39193216, 0.38383263, 0.37197274, 0.3730265, 0.36915606, 0.37107685]","[6756.9462890625, 4113.99365234375, 3082.268310546875, 2410.78173828125, 1992.244873046875]",[0.15433321 0.21034362 0.16726616 ... 0.18610132 0.17385435 0.16113987],0.05344662990167858,0.20748246699029643
cliche,"[0.4087809, 0.41524878, 0.37161, 0.39193237, 0.38383305, 0.37197283, 0.37302673, 0.36915636, 0.37107652]","[6756.95751953125, 4113.99560546875, 3082.26904296875, 2410.781982421875, 1992.243408203125]",[0.15433321 0.21034362 0.16726616 ... 0.18610132 0.17385435 0.16113987],0.05344662990167858,0.20748246699029643
clique,"[0.51342565, 0.40995753, 0.38727537, 0.3997592, 0.41226208, 0.41975427, 0.40630493, 0.4178705, 0.3948609]","[9144.125, 6169.1689453125, 4749.4541015625, 3783.446533203125, 2903.49609375]",[0.22378451 0.26949466 0.22722596 ... 0.31032027 0.26316516 0.08409863],0.07303349644504721,0.25832049426500014
concierge,"[0.57489896, 0.48461634, 0.45692387, 0.44505364, 0.4349347, 0.41012928, 0.4134691, 0.40416157, 0.39258596]","[7244.87890625, 4510.71142578125, 3264.326171875, 2448.529296875, 2006.39794921875]",[0.17739229 0.15300871 0.18472041 ... 0.09736954 0.15637688 0.12129984],0.07752770711021897,0.21017502130611845
concierge,"[0.58291787, 0.4333329, 0.45675746, 0.43991455, 0.43913367, 0.4270442, 0.41073644, 0.41988513, 0.41558865]","[5429.4130859375, 3553.816650390625, 2487.7919921875, 1892.7197265625, 1512.2230224609375]",[0.16064625 0.14784603 0.17737598 ... 0.09437043 0.15338664 0.11879415],0.07262074791496796,0.1965735376544713
coup,"[0.49901536, 0.5022575, 0.5247214, 0.56220555, 0.54145336, 0.5290398, 0.5115365, 0.51142055, 0.5244628]","[11841.56640625, 6974.11474609375, 4738.55859375, 3453.991455078125, 2406.73583984375]",[0.04226256 0.03748583 0.04226256 ... 0.22615909 0.16349188 0.17981803],0.1067180827884374,0.25356124388192836
debacle,"[0.47854534, 0.46488604, 0.42487487, 0.38972428, 0.39272338, 0.39507642, 0.40953618, 0.39818916, 0.3972241]","[7297.576171875, 3894.78076171875, 2840.63232421875, 2331.01416015625, 1906.8939208984375]",[0.06331813 0.08199901 0.20520886 ... 0.14416349 0.12407465 0.08255518],0.05985824319609011,0.2025143555101971
detour,"[0.46772352, 0.38782877, 0.39107835, 0.388409, 0.38303965, 0.37789342, 0.3714139, 0.36085814, 0.3590826]","[7641.220703125, 5488.5556640625, 3727.42529296875, 3013.0380859375, 2495.78076171875]",[0.30050066 0.30463018 0.32392918 ... 0.25294935 0.23755227 0.12376232],0.06987690023364355,0.22963507991113494
elite,"[0.43524334, 0.5161659, 0.418618, 0.40747508, 0.42450044, 0.40622327, 0.41022083, 0.4036754, 0.3879562]","[11995.658203125, 6740.86083984375, 4440.39990234375, 3277.78662109375, 2726.12353515625]",[0.08287585 0.21679259 0.18962506 ... 0.18306644 0.1860869  0.14551272],0.08670509319723545,0.27597938668132355
ensemble,"[0.5559388, 0.62960666, 0.5726505, 0.48747164, 0.48759192, 0.46782175, 0.46371734, 0.41114444, 0.42474177]","[8528.73046875, 3930.83837890625, 2422.241455078125, 1856.831787109375, 1424.514892578125]",[0.3067741  0.35660383 0.34274764 ... 0.1365039  0.23360911 0.27904765],0.07815430946267983,0.29616782121131124
etiquette,"[0.5964481, 0.4817427, 0.43272737, 0.4058139, 0.41370642, 0.41848755, 0.41716936, 0.40624696, 0.4068557]","[7264.8134765625, 4327.80810546875, 3428.86962890625, 2733.646484375, 2172.69921875]",[0.13187793 0.21291021 0.22854153 ... 0.11091918 0.18767645 0.17552502],0.08084893577402996,0.23623039742116927
facade,"[0.38757503, 0.34797755, 0.37385535, 0.4007375, 0.37821537, 0.37095147, 0.3705739, 0.38356397, 0.37959388]","[8380.4052734375, 5586.578125, 4040.17724609375, 2990.69580078125, 2453.55029296875]",[0.15126402 0.19446612 0.21124198 ... 0.10754864 0.12032626 0.1145283 ],0.07478135011710779,0.2522912049996131
fine,"[0.37861627, 0.40673444, 0.42093727, 0.40616375, 0.4211328, 0.39718336, 0.3871543, 0.3772918, 0.37603143]","[12625.08984375, 7721.87451171875, 5400.08984375, 4290.09423828125, 3556.09521484375]",[0.2082238  0.39702717 0.37613317 ... 0.21517746 0.36404488 0.30445741],0.08394189014189204,0.3204132974539881
foyer,"[0.50395143, 0.4242554, 0.40721127, 0.38879418, 0.39919, 0.3904206, 0.3727212, 0.37018037, 0.37671593]","[8915.3974609375, 5761.47265625, 3980.3369140625, 3287.1708984375, 2748.6953125]",[0.22322279 0.23509433 0.21883474 ... 0.17325622 0.22696006 0.09591606],0.07575193992142414,0.2528746969312318
naive,"[0.41746852, 0.4473991, 0.38113484, 0.41791272, 0.41365117, 0.39142412, 0.40048915, 0.4023452, 0.38132867]","[8812.419921875, 4899.521484375, 3539.18310546875, 2389.30908203125, 1970.81005859375]",[0.16162628 0.14234845 0.14443363 ... 0.06890971 0.19259933 0.20616107],0.06702414029745034,0.1968064187596501
nuance,"[0.39283657, 0.48628178, 0.43594483, 0.41809624, 0.3914457, 0.39109987, 0.40602, 0.40405, 0.38067853]","[10533.958984375, 5398.361328125, 4192.390625, 3262.548828125, 2689.6962890625]",[0.22231462 0.26279537 0.27224989 ... 0.16135423 0.17550192 0.14633061],0.06731709991429548,0.24555042865438614
physique,"[0.4924098, 0.40753558, 0.37583888, 0.36283588, 0.35700622, 0.35408393, 0.35379937, 0.34680536, 0.34367558]","[9149.26953125, 5535.6708984375, 4230.4013671875, 3472.84033203125, 2837.84033203125]",[0.24873303 0.34321426 0.45512487 ... 0.24581662 0.21326698 0.22370343],0.07693886219602666,0.26495034448853094
ensemble,"[0.55593836, 0.62960523, 0.572649, 0.48747137, 0.48759112, 0.46781844, 0.46371347, 0.41114292, 0.42473882]","[8528.7314453125, 3930.850830078125, 2422.249267578125, 1856.8350830078125, 1424.5277099609375]",[0.3067741  0.35660383 0.34274764 ... 0.1365039  0.23360911 0.27904765],0.07815430946267983,0.29616782121131124
etiquette,"[0.5964481, 0.4817426, 0.43272737, 0.40581396, 0.41370636, 0.41848755, 0.41716933, 0.40624705, 0.40685582]","[7264.810546875, 4327.8076171875, 3428.870849609375, 2733.644775390625, 2172.697998046875]",[0.13187793 0.21291021 0.22854153 ... 0.11091918 0.18767645 0.17552502],0.08084893577402996,0.23623039742116927
facade,"[0.3875734, 0.3479801, 0.37385133, 0.4007322, 0.37821203, 0.37095016, 0.37056983, 0.38356078, 0.3795911]","[8380.4033203125, 5586.5546875, 4040.193115234375, 2990.730712890625, 2453.58251953125]",[0.15126402 0.19446612 0.21124198 ... 0.10754864 0.12032626 0.1145283 ],0.07478135011710779,0.2522912049996131
fine,"[0.37861636, 0.40673444, 0.42093727, 0.40616372, 0.4211328, 0.39718336, 0.38715437, 0.37729183, 0.3760314]","[12625.0703125, 7721.86767578125, 5400.08154296875, 4290.08935546875, 3556.092529296875]",[0.2082238  0.39702717 0.37613317 ... 0.21517746 0.36404488 0.30445741],0.08394189014189204,0.3204132974539881
foyer,"[0.50395155, 0.42425779, 0.4072139, 0.3887974, 0.39919367, 0.3904241, 0.37272477, 0.3701841, 0.37671944]","[8915.3974609375, 5761.45458984375, 3980.3134765625, 3287.14404296875, 2748.670166015625]",[0.22322279 0.23509433 0.21883474 ... 0.17325622 0.22696006 0.09591606],0.07575193992142414,0.2528746969312318
naive,"[0.41746852, 0.4473988, 0.38113457, 0.41791272, 0.41365132, 0.39142427, 0.40048927, 0.4023454, 0.3813286]","[8812.400390625, 4899.51708984375, 3539.181884765625, 2389.304931640625, 1970.807861328125]",[0.16162628 0.14234845 0.14443363 ... 0.06890971 0.19259933 0.20616107],0.06702414029745034,0.1968064187596501
nuance,"[0.3928366, 0.48628184, 0.43594474, 0.4180963, 0.39144573, 0.39109996, 0.40602, 0.40404993, 0.38067845]","[10533.9619140625, 5398.35888671875, 4192.38818359375, 3262.54931640625, 2689.694580078125]",[0.22231462 0.26279537 0.27224989 ... 0.16135423 0.17550192 0.14633061],0.06731709991429548,0.24555042865438614
physique,"[0.4924101, 0.40753663, 0.37584087, 0.3628365, 0.35700634, 0.35408503, 0.35379744, 0.34680402, 0.34367427]","[9149.279296875, 5535.677734375, 4230.3935546875, 3472.847900390625, 2837.84619140625]",[0.24873303 0.34321426 0.45512487 ... 0.24581662 0.21326698 0.22370343],0.07693886219602666,0.26495034448853094
rapport,"[0.43853998, 0.4457113, 0.44440663, 0.39706144, 0.3917563, 0.39029333, 0.38475358, 0.37977955, 0.3749807]","[12950.0185546875, 7081.1376953125, 4876.8623046875, 3976.720458984375, 3323.91259765625]",[0.13468976 0.22424537 0.14378958 ... 0.11723622 0.19575205 0.18073783],0.09023494614373956,0.28199975927703114
reservoir,"[0.3746345, 0.39418647, 0.36962262, 0.3621719, 0.3531915, 0.34441778, 0.35836914, 0.35740906, 0.36402273]","[9067.8408203125, 5653.35693359375, 4343.0625, 3518.212158203125, 2951.69580078125]",[0.18042176 0.18152455 0.22788532 ... 0.18131015 0.21613661 0.18881038],0.06825777733399922,0.2406919873188102
marketing,"[0.38883236, 0.44080678, 0.4187055, 0.41041633, 0.38986078, 0.37754256, 0.38344148, 0.38535267, 0.3644196]","[6985.98681640625, 4121.38720703125, 2969.97998046875, 2395.5107421875, 2028.8880615234375]",[0.12848043 0.14798744 0.16106573 ... 0.13324422 0.13286706 0.12775986],0.06029217925642038,0.20232173716601248
business,"[0.40599844, 0.48170838, 0.4330954, 0.42052388, 0.41942167, 0.40770468, 0.38718766, 0.3783659, 0.38307238]","[7930.2578125, 3932.7666015625, 2906.488525390625, 2353.680419921875, 1872.85400390625]",[0.16006863 0.25844874 0.29760223 ... 0.13339462 0.20569083 0.19758388],0.06134066700279548,0.2249467707853262
vintage,"[0.46350646, 0.42336014, 0.41947663, 0.39504662, 0.38000256, 0.39669278, 0.37894294, 0.38319904, 0.3711736]","[6958.78125, 4258.1376953125, 3003.84716796875, 2450.2744140625, 2045.552978515625]",[0.20134627 0.21409006 0.17042919 ... 0.09428392 0.24113863 0.21054989],0.06025159484330715,0.20569471729903083
spoiler,"[0.521223, 0.39472046, 0.39941576, 0.3897312, 0.3954345, 0.39142248, 0.39982, 0.36754358, 0.37382707]","[6487.59814453125, 4680.15234375, 3525.244384765625, 2703.84033203125, 2154.93212890625]",[0.09936208 0.11814101 0.14998899 ... 0.06907632 0.15138568 0.18808219],0.06540858030744184,0.19967422740259777
casting,"[0.38732874, 0.42709926, 0.3938194, 0.3761544, 0.36294818, 0.3534893, 0.37433553, 0.37265202, 0.36947364]","[8110.32080078125, 5045.84130859375, 3920.3505859375, 3029.010986328125, 2603.4296875]",[0.14144158 0.25535317 0.14754405 ... 0.23705777 0.27465845 0.26702939],0.06977886993145914,0.23944425947597178
bestseller,"[0.53297853, 0.53458554, 0.51600486, 0.4739825, 0.46622595, 0.48910028, 0.47404465, 0.4776448, 0.47137582]","[6639.49169921875, 3263.892822265625, 2119.53271484375, 1708.5458984375, 1405.4420166015625]",[0.16166945 0.10334473 0.16166945 ... 0.09569892 0.14588376 0.07954244],0.08114122012748534,0.19978578639952438
pitch,"[0.39056256, 0.41088852, 0.37759027, 0.3621314, 0.3826015, 0.36361554, 0.36035615, 0.356627, 0.36045042]","[9857.7744140625, 5912.86474609375, 4440.986328125, 3627.2802734375, 2930.824462890625]",[0.11934687 0.15820765 0.16670727 ... 0.         0.37779496 0.37779496],0.0757130028294783,0.2890536322546741
cool,"[0.45908284, 0.45621082, 0.4197701, 0.40218633, 0.3959135, 0.39610302, 0.383435, 0.3894033, 0.38925776]","[8821.8359375, 5789.1630859375, 4037.962890625, 3250.302490234375, 2664.3076171875]",[0.06147907 0.17645641 0.13153578 ... 0.17339756 0.22223433 0.27507345],0.07385007303961753,0.2522524147191275
loser,"[0.38848332, 0.38981643, 0.4063723, 0.38666594, 0.3771361, 0.3756186, 0.39221326, 0.3801372, 0.38054612]","[7509.81201171875, 5015.123046875, 3425.67041015625, 2829.5595703125, 2331.5244140625]",[0.29308494 0.28006744 0.19617975 ... 0.12081689 0.24544778 0.21940596],0.07408200664395424,0.24787020172770105
coach,"[0.35848767, 0.3910534, 0.40631476, 0.3969032, 0.41237417, 0.41134968, 0.40519863, 0.3980851, 0.37102345]","[10527.212890625, 6605.107421875, 4723.06396484375, 3671.86181640625, 2882.25244140625]",[0.25244146 0.38517992 0.38809201 ... 0.050714   0.17576604 0.15420134],0.07395596576986173,0.2652379423303854
email,"[0.5710693, 0.503618, 0.49795958, 0.43988398, 0.45735985, 0.45176294, 0.43523765, 0.44992125, 0.46189833]","[6226.54052734375, 3522.188720703125, 2417.125244140625, 1932.56591796875, 1572.3831787109375]",[0.16882538 0.1218652  0.14793005 ... 0.21992451 0.23218826 0.09488824],0.07191095773031432,0.19310819096791773
brunch,"[0.67194664, 0.4529515, 0.45137003, 0.42249054, 0.3925146, 0.3779475, 0.37001696, 0.37233314, 0.36985692]","[6104.65576171875, 4439.845703125, 2888.814697265625, 2361.3076171875, 1982.223876953125]",[0.15030588 0.12245374 0.26320299 ... 0.1114958  0.23442842 0.2569293 ],0.08322060756447648,0.2184943834670072
digital,"[0.48136863, 0.3931124, 0.43597242, 0.39911315, 0.38679212, 0.37193263, 0.35694104, 0.37119576, 0.35673895]","[5455.22607421875, 3916.04638671875, 2647.44921875, 2207.92919921875, 1856.706298828125]",[0.08562016 0.1038649  0.08104885 ... 0.1414641  0.19358857 0.14642889],0.05974340423759937,0.21651124600889293
leader,"[0.48711517, 0.495154, 0.4921804, 0.459416, 0.43281245, 0.4133101, 0.38686144, 0.39182174, 0.39354205]","[8620.095703125, 4935.19384765625, 3184.53759765625, 2499.787353515625, 1932.22607421875]",[0.24389267 0.24688169 0.29712154 ... 0.2526308  0.19848877 0.23010949],0.06643820578161261,0.2930892324463065
hacker,"[0.38054773, 0.46471843, 0.4512412, 0.43582293, 0.43216187, 0.44188032, 0.38260582, 0.39380622, 0.39387295]","[7514.10546875, 4059.132080078125, 2791.857177734375, 2299.529296875, 1856.888427734375]",[0.1554879  0.10003245 0.17338012 ... 0.08711272 0.11270239 0.12915039],0.05864775748945983,0.17646809913605405
